股票代码,营业收入,营业利润,利润总额,净利润,总资产,固定资产,净资产收益率,每股净资产,每股资本公积,每股收益,年度
603615.SH,675914444.43,-18263026.35,-18148453.17,-18781303.86,1370508034.79,534343650.65,-1.5465,4.9851,2.8369,-0.08,2022
002188.SZ,306314999.15,47170964.42,75455408.52,61629202.04,251235379.21,2332393.47,74.8522,0.3866,5.927,0.21,2022
000407.SZ,4645247339.6,235328544.13,233242455.99,151715746.93,7157985785.36,1952938630.69,5.6814,3.099,1.0823,0.1724,2022
002233.SZ,6034982147.47,399444768.7,381398432.97,266206967.73,12839893785.93,3828012323.78,2.3134,9.4736,3.1368,0.23,2022
600861.SH,483740103.18,-200897867.22,-218141537.1,-215173504.65,2800437611.31,1655742699.33,-10.2924,6.2594,2.4977,-0.6792,2022
688323.SH,301711595.69,39414424.52,40381799.03,38874082.1,2316606578.3,444806837.54,4.0631,5.0458,3.0183,0.22,2022
920971.BJ,185933216.72,39862395.67,39668046.62,35635027.68,487980322.12,52751636.16,12.7932,7.5912,5.1173,0.7611,2022
300286.SZ,1018584921.58,184074062.31,184317030.86,170607089.59,1576655152.82,221971924.89,16.0463,5.3423,0.6186,0.82,2022
600865.SH,227130626.77,227768097.43,229800936.12,179772417.88,2677982470.76,72844080.45,7.7391,6.3134,0.621,0.48,2022
300211.SZ,338192362.59,28093458.76,28315458.77,25087388.03,592970123.94,73385843.77,4.9965,1.7085,0.1625,0.0829,2022
300146.SZ,7861411752.82,1609299405.89,1704789229.61,1385850718.02,13157665481.56,903696415.2,13.0819,6.2888,3.5954,0.82,2022
002080.SZ,22108951535.21,4060015092.29,4065719408.07,3511154913.89,46888555756.7,19996989745.2,22.3333,10.2938,3.0365,2.0923,2022
000026.SZ,4354096880.36,340185736.08,339121671.85,266681451.84,4117143911.99,364628765.17,8.6731,7.5101,2.4114,0.6398,2022
300087.SZ,3490544779.3,319561405.96,307442799.94,233339963.11,5078108520.77,392664047.72,15.1087,2.5351,0.571,0.35,2022
920992.BJ,406489091.83,59345910.4,58896107.58,52586940.63,807126097.66,131233178.53,12.4774,6.2147,3.9057,0.6867,2022
688233.SH,539236503.68,177571326.98,177836933.99,158141626.89,1759658594.62,404466012.31,10.5871,9.8329,5.7988,0.99,2022
603758.SH,1262566551.15,207133092.85,201741467.58,181224497.86,3193521671.88,868676669.09,6.8211,6.066,1.6417,0.43,2022
603993.SH,172990857221.36,9889056473.98,9804466705.79,6066946564.19,165019219538.77,28055742014.75,13.2547,2.3472,1.2816,0.28,2022
920866.BJ,387528650.28,50254483.5,49323507.33,47772206.36,818170869.65,216518849.33,8.5502,4.0423,1.5752,0.34,2022
001914.SZ,13023775372.01,824771238.02,821582386.52,593511115.97,17814998428.23,660023880.68,6.6646,8.6291,2.8934,0.5597,2022
000708.SZ,98344705612.72,8462442026.28,8429175310.95,7105382183.65,90774617316.29,38944021652.74,20.5711,7.0905,1.8175,1.41,2022
002972.SZ,366609523.49,139404606.29,137505114.77,122345254.72,1543184272.41,121451218.24,9.7762,7.1589,2.6535,0.7007,2022
300006.SZ,884586776.1,-96039724.49,-75248021.16,-68709119.36,3054984574.17,323970450.24,-3.2101,2.012,1.3967,-0.0651,2022
600507.SH,23238632269.15,1144535502.19,1118562028.01,926204572.14,17352939086.54,2837005563.29,10.3353,3.6265,0.9666,0.43,2022
002134.SZ,580724657.09,29907346.28,16382001.64,16058910.38,760157689.13,190594349.68,3.6992,1.7986,1.2295,0.07,2022
600719.SH,806964342.78,-150684310.41,-155992463.9,-156546846.76,2673224014.43,1920409054.39,-30.154,1.0904,0.2525,-0.387,2022
601608.SH,8826995699.92,123347245.58,169460241.71,145516920.37,19502469210.61,3984418875.79,1.9178,1.7594,0.4843,0.034,2022
600408.SH,12696313469.85,-285703134.71,-295000832.72,-297083626.82,5208231699.74,2715986058.86,-11.1424,2.5022,1.6949,-0.2951,2022
600332.SH,70788155068.45,5074399609.3,5043244071.24,3966522218.54,74665298776.74,3709183725.56,12.9779,19.7228,6.2159,2.44,2022
600388.SH,11880145158.25,940793997.65,938053460.88,804285914.7,26418185401.51,2201958912.82,11.2661,6.6477,0.4252,0.75,2022
002532.SZ,33008418336.65,3363667807.33,3365612912.54,2650475330.04,56715767322.32,27396991450.64,12.0191,4.9094,1.9071,0.57,2022
000029.SZ,634384561.42,214547619.66,215603328.3,153718805.57,5689769802.18,21425475.05,3.8708,3.9581,0.967,0.1519,2022
603125.SH,963610053.57,221010304.76,220921903.93,190652700.11,973667449.36,170830122.83,25.532,5.7947,2.1804,1.32,2022
601061.SH,119174724025.53,2268013340.41,2466835009.53,2215357264.48,38966289622.38,3298355.82,17.8152,3.1761,0.2984,0.5,2022
001328.SZ,1313330262.51,144831307.49,145755766.25,134611084.11,1017942306.12,82640664.93,25.616,4.1995,1.6588,1.04,2022
301369.SZ,350106728.26,136519149.79,137628962.32,126483538.9,1705312890.91,32973896.26,12.4299,34.2219,26.1057,3.35,2022
002703.SZ,1386395566.38,18621698.32,18633006.71,15823592.47,2389483168.38,637752505.44,1.1427,1.7637,0.2309,0.02,2022
002629.SZ,168531710.19,-40790335.78,14670865.71,14065434.5,238160795.12,16710146.25,63.7834,0.0831,0.2742,0.034,2022
600486.SH,15810759235.37,2146849406.17,2135263059.22,1794210425.91,14793463619.81,4072515376.27,23.1831,27.5411,1.9088,5.79,2022
301380.SZ,653170021.89,64544254.38,65409857.16,47598203.64,1026831074.02,1290825.51,7.7246,13.2136,7.8524,0.88,2022
001217.SZ,2101478870.63,243796824.32,252592062.11,219765788.02,2916992850.46,803889096.2,10.9965,6.2533,2.5572,0.66,2022
001287.SZ,43302992437.92,442737380.44,453931150.08,400591235.2,19725605229.45,115751582.47,15.4669,4.8564,2.0304,0.7029,2022
688018.SH,1271127201.38,86122565.72,86087694.46,97323102.86,2082796825.49,60243507.31,5.3332,22.7003,16.2772,1.2129,2022
003038.SZ,4221406886.16,169715093.12,204413474.73,188026697.16,4435941208.16,1038607618.36,13.2238,12.7885,9.0428,1.36,2022
688689.SH,675957754.86,91480765.55,95869579.07,86380356.62,1903586112.42,365132205.72,7.3262,8.8761,4.6969,0.67,2022
600325.SH,59189810191.7,6249047862.89,6283002099.5,2577816542.73,402691072097.23,2891992647.0,12.7107,8.4351,0.3355,1.12,2022
600872.SH,5341040998.68,705693335.16,-474409780.91,-592248272.39,6223376570.5,1608531558.93,-17.3135,3.8315,0.0041,-0.7682,2022
301003.SZ,516428374.89,130058095.35,130311179.63,113475270.69,1149224868.22,49965209.79,10.4387,11.1321,7.0178,1.15,2022
600583.SH,29358368300.0,1712945600.0,1762384400.0,1457409100.0,42638674900.0,13205688200.0,6.2758,5.361,0.9608,0.33,2022
600176.SH,20192222964.59,8124227442.81,8039149479.06,6610015911.86,48633670688.89,28903405307.61,26.353,6.894,0.7981,1.6512,2022
603558.SH,2353581392.96,291863711.14,280085843.32,261720220.39,3889963713.82,1566290622.8,10.8993,6.5251,4.1308,0.69,2022
603259.SH,39354777805.53,10652248548.24,10618476491.79,8813713033.51,64690326746.96,14171333933.05,20.7183,15.737,8.955,3.01,2022
002871.SZ,540141645.64,155047250.37,154754082.44,136205068.76,993967117.3,238863943.64,19.7418,4.3457,1.0965,0.81,2022
000810.SZ,12008581541.31,895656991.73,883867263.57,823038116.06,10810089979.8,681113627.59,15.638,5.2161,1.2876,0.7466,2022
688419.SH,268907272.06,62189523.52,63206844.68,57209568.17,1128569082.49,49746602.06,10.1491,11.4995,8.4185,0.91,2022
300458.SZ,1514132177.25,220818885.97,220135356.33,211059746.57,3558993564.05,120982715.99,7.3254,4.6946,0.6004,0.34,2022
300304.SZ,1174504447.71,142769830.66,145883604.31,136107796.89,3318644521.94,560723645.88,5.5864,2.8672,0.474,0.16,2022
002772.SZ,1970274412.53,166187479.16,158898051.01,158351860.28,6569141307.16,2317382691.4,4.7767,8.0842,4.9889,0.403,2022
688686.SH,1140950483.3,357080787.61,357024329.02,324864832.87,2958406555.1,119923579.13,12.2735,22.766,13.9122,2.6614,2022
601133.SH,2751463554.31,333751506.13,336214208.32,250848831.61,2911527600.0,,21.5466,3.2944,0.1902,0.64,2022
001360.SZ,863662036.81,141985199.79,141906286.03,120865731.11,1334209838.0,130760451.73,24.4413,3.6593,1.4949,0.79,2022
300122.SZ,38264011331.74,8758380180.77,8718007864.78,7538999697.34,38003733941.95,2818163887.85,35.9913,15.1476,0.13,4.7119,2022
688676.SH,4745599395.76,258045331.52,264916700.38,283278076.36,7467128847.13,732567466.05,10.6166,6.362,2.5688,0.67,2022
300204.SZ,548988617.75,-242973367.61,-243070729.17,-197008085.75,1669315254.73,197348825.73,-13.5652,2.8481,1.0926,-0.41,2022
603039.SH,2331483695.41,223398990.42,233689958.24,223226812.32,3541306357.07,245940216.4,11.7779,7.3332,2.2303,0.86,2022
600577.SH,17542404430.27,491216121.16,514943538.03,381076112.9,10855725623.32,1417260074.37,8.002,2.3919,0.1908,0.19,2022
002207.SZ,196719794.98,-9767287.91,-10067317.05,-9707552.52,307004206.9,127049311.69,-7.4347,0.4018,1.1309,-0.04,2022
300556.SZ,1291156703.68,51661436.65,50455901.5,46128534.85,1955190286.5,34120447.69,5.5448,7.1005,3.4082,0.3896,2022
301361.SZ,200443130.54,68261556.07,68171028.4,59955844.02,1082939146.86,140746876.86,9.5255,8.7134,6.018,0.67,2022
601065.SH,2936125378.86,514148699.7,506006890.44,425547649.64,4055960600.0,,22.1654,4.3777,2.0965,0.87,2022
000782.SZ,2913672945.15,-58959847.96,-59014176.47,-55207530.47,3147875051.31,596128173.16,-3.8008,2.6878,1.1886,-0.1,2022
600618.SH,6364223852.82,1504231703.86,1504219492.04,1370502114.34,11170758347.22,1638690353.98,18.7052,6.7355,1.447,1.1851,2022
603306.SH,1637149058.92,230794620.83,230484897.25,198459981.16,3784285540.74,665934304.97,6.8395,9.8017,4.5067,0.645,2022
002318.SZ,6537322312.47,1389768906.12,1384773921.87,1287845000.78,9870589263.28,2513476524.45,22.7642,6.3634,1.8626,1.34,2022
603392.SH,11185188715.34,5596038041.58,5582691093.16,4735795243.51,16229516571.12,1480376608.23,56.3532,13.6206,4.1155,5.31,2022
301052.SZ,462011902.18,45644250.15,46042083.32,40803424.28,747669331.43,6378163.78,7.0557,8.3741,4.1676,0.5664,2022
600597.SH,28214908036.0,541208847.0,497904676.0,360688178.0,24452336700.0,8598421348.0,4.5483,5.8025,2.1199,0.26,2022
600309.SH,165565484373.69,19838566985.32,19540649887.7,16233626024.32,200843198875.15,78558109296.64,22.3384,24.4748,0.6879,5.17,2022
300125.SZ,1597551813.25,-10212644.16,-14756498.9,-16927967.46,2135437464.92,1216976497.24,-2.556,2.4842,2.4302,-0.06,2022
002254.SZ,3750126957.02,522669473.39,547094642.36,435886883.96,10033134313.78,2768813112.99,10.8702,5.7709,1.4726,0.64,2022
920395.BJ,113117230.42,44921322.83,47886510.22,42133304.21,252210242.02,39540806.18,26.429,4.76,2.6835,1.03,2022
600269.SH,6758397140.68,1095860447.6,1084048075.76,695973133.38,34614676647.01,22407279730.07,4.2028,7.2066,0.7757,0.3,2022
688290.SH,463491479.4,136701628.17,136703825.38,121624389.42,1384160609.2,48471015.38,17.8197,12.8174,8.7958,1.61,2022
002756.SZ,15578731669.56,7670808754.54,7663642278.22,6319744372.08,15423375461.33,2922551063.36,72.9967,29.6097,6.5013,15.59,2022
002262.SZ,4298513062.14,1003465495.42,989906886.7,900926029.55,6481745574.76,1145312638.59,17.0906,5.5799,0.1185,0.89,2022
002283.SZ,3136328263.31,221522589.33,210473799.33,203586593.41,7982522035.66,2914560529.07,3.6495,4.937,1.2967,0.18,2022
600855.SH,1802013242.72,52300274.49,51512393.92,5477761.49,4021491124.96,291610441.32,0.3097,3.9063,1.7426,0.0125,2022
003000.SZ,1462030708.54,148436357.33,142245176.18,124661269.25,1296213162.9,349777198.18,13.4716,2.3998,0.7226,0.31,2022
300317.SZ,505292531.53,60314649.28,90508354.14,91351129.1,2336255297.01,438932322.56,5.1277,2.2153,4.1285,0.1108,2022
000862.SZ,1163331427.54,174131615.06,168718202.1,125878976.76,7551221245.17,5393738204.55,4.4712,4.0762,3.7941,0.1783,2022
002715.SZ,507196904.6,-121846915.15,-122840730.17,-132016144.69,1000837422.33,291784342.33,-29.1999,2.8253,1.5911,-0.9566,2022
301133.SZ,729209896.75,54570666.1,56992956.04,52321709.7,1134738508.57,235717817.25,6.4189,7.8794,4.594,0.49,2022
000429.SZ,4168634113.98,2344093955.97,2341879602.73,1277069521.9,20267197153.88,10098252638.07,14.1438,4.3409,0.3554,0.61,2022
000553.SZ,37381915000.0,730167000.0,756833000.0,609391000.0,57980489000.0,8952184000.0,2.7574,9.9255,5.574,0.2616,2022
688205.SH,714176529.54,112158323.85,113543401.84,101619873.27,2136270721.72,110067594.33,7.9634,19.4212,16.1572,1.25,2022
601882.SH,3177482321.32,541966111.0,582588493.09,520649087.43,4522851831.22,509452931.63,28.6784,3.8035,0.5563,1.0,2022
605028.SH,442362623.25,240474825.36,240626328.63,206093694.39,1329560000.21,377169537.02,18.7984,7.2461,3.3851,1.29,2022
001979.SZ,183002659096.28,15360417465.99,15817099006.62,4264079662.72,886471376241.7,10820177521.84,4.0536,10.7924,1.3197,0.41,2022
600141.SH,30310653688.31,8212660240.35,7870565996.13,5851783511.86,41612495312.85,23340705772.45,34.0858,18.1449,6.4582,5.31,2022
605111.SH,1810946756.88,506723481.13,507079505.51,435180979.82,3989496638.01,223178177.38,17.7879,15.7859,9.7846,2.13,2022
002003.SZ,3628069723.58,587995669.29,579957666.59,488885287.64,4773167153.14,1675674749.33,17.4978,2.7914,0.5615,0.48,2022
688295.SH,1994807849.32,676184086.28,660902810.76,605083744.04,7247371904.63,2676101533.68,20.6782,5.1301,3.0304,0.69,2022
600714.SH,371952898.04,62173119.53,62967891.2,54740384.77,801096047.21,116137259.45,7.6862,2.5182,1.0416,0.19,2022
002911.SZ,18923100096.36,1001437779.37,893813984.96,655255943.57,14791736670.77,6107177474.5,13.2474,4.1348,0.3724,0.66,2022
600970.SH,38819253711.42,2654940558.66,2686261381.5,2194065544.83,43785751374.17,3536053337.75,15.9039,6.4249,0.0888,0.98,2022
605228.SH,1428836825.77,34545956.46,35778906.81,45049806.22,2217000103.46,624241593.93,3.0769,3.4778,1.5316,0.11,2022
001288.SZ,914482705.09,100053665.21,100016875.71,86336696.32,2620801894.09,148417290.33,4.7892,11.4716,4.3044,0.54,2022
601600.SH,290987942000.0,13682467000.0,13208968000.0,4191927000.0,212348031000.0,106540389000.0,7.5079,3.0535,1.3355,0.239,2022
603219.SH,2744405965.35,396631130.72,396780859.42,346995782.03,2310419111.04,430090695.12,24.842,3.7226,1.0334,0.87,2022
600720.SH,7973824739.42,1025296124.58,1008861236.15,758424407.05,11716369559.53,6840021645.9,8.9732,11.1602,1.7289,0.977,2022
688111.SH,3884959481.38,1196561963.35,1198242356.16,1117529482.04,12057676594.66,82420787.41,13.5921,18.9156,10.7142,2.42,2022
002478.SZ,6223365024.31,506676866.55,545719971.71,471032813.12,7335394006.38,1977460660.05,10.6818,5.1205,1.3025,0.52,2022
000697.SZ,1235701870.42,-770720103.98,-777427936.69,-802114405.65,2787257288.6,785196803.73,-4300.4995,-0.5825,3.0244,-1.1943,2022
603688.SH,2004165709.68,1236819705.43,1231009545.62,1052192611.31,3685648260.01,847133047.58,38.6517,9.035,2.3643,2.94,2022
600210.SH,9607942223.58,804882041.44,787625777.14,603194356.68,12076748846.11,2660704955.74,10.9127,3.6331,0.1899,0.398,2022
688519.SH,3778211331.21,11798261.38,12647430.73,44885188.36,4888966292.48,1151665045.04,1.6115,11.4029,8.3086,0.2,2022
600011.SH,246724789201.0,-10410701998.0,-9702681652.0,-7387119286.0,502605977488.0,289262230222.0,-6.9106,2.9591,1.0579,-0.61,2022
688131.SH,1358053975.22,196567219.28,198543113.99,193643498.25,3597744539.58,623149212.42,9.3497,21.7796,15.3377,1.86,2022
000786.SZ,19934313133.14,3311356678.77,3283422807.53,3136397898.47,28604536225.61,12458666429.14,15.7211,12.4034,1.6573,1.856,2022
688385.SH,3538908884.94,1121399582.19,1121510686.98,1076843340.68,6110888054.09,694446705.71,28.074,5.5485,1.9873,1.32,2022
300239.SZ,943396998.69,130514532.49,131647053.37,109437321.14,2308113622.6,858791445.24,7.4165,2.575,1.0711,0.1844,2022
600449.SH,8657625048.95,790152363.32,731741917.84,528952307.9,10075201709.44,3902054430.46,7.666,14.7241,4.1512,1.1062,2022
603122.SH,1279666218.81,114937445.49,113844233.64,82719667.82,1559065109.86,73464087.26,8.3827,2.9588,1.4989,0.22,2022
603912.SH,624754492.23,37985913.15,38597322.3,36502235.01,2020129831.87,68378701.66,3.6162,3.1425,1.1078,0.12,2022
603516.SH,380808567.66,38147357.99,38977605.87,29320659.23,1405999574.77,289441130.48,2.7995,5.1458,2.4838,0.16,2022
003036.SZ,1600562088.61,145415174.42,145734917.53,130167418.36,2426457825.4,157764280.6,10.8287,5.8432,1.9397,0.6,2022
300114.SZ,1905000855.86,213956683.17,213625605.16,192869415.77,3653386274.44,461255090.08,8.7141,3.8924,0.1618,0.33,2022
603596.SH,5539148624.29,748142838.59,762935176.78,698714610.48,8644414932.4,1414732917.1,18.1339,9.8929,2.2886,1.71,2022
600313.SH,5248262957.72,203960457.55,380616705.59,230072008.43,4004509631.65,612723933.8,14.2001,1.6047,0.3901,0.2126,2022
603678.SH,3558715103.04,975173855.66,973237816.96,801452854.59,7541607238.24,2047635221.6,16.0966,11.3398,2.8386,1.75,2022
000877.SZ,132580520664.31,6603924454.64,6411516093.6,4542240500.33,288836545090.53,116333209489.83,5.7586,9.443,3.9183,0.5259,2022
600702.SH,6055525598.68,2235519459.55,2246121882.23,1685441885.91,9797748205.66,1056713829.25,30.304,18.9962,2.4395,5.0997,2022
002421.SZ,3594335934.54,243055363.84,246352337.14,211771631.04,9161120309.8,380967109.38,8.0813,1.4271,0.086,0.1109,2022
301308.SZ,8329934278.33,43674410.4,45386701.29,72796954.85,8963763654.95,509870526.16,1.3221,16.0797,9.3957,0.19,2022
920139.BJ,275493855.32,74360005.66,74471328.17,69867260.95,1145466709.61,181918195.46,9.4098,3.8525,1.7839,0.3,2022
688336.SH,825491803.9,36943834.3,28955732.54,49297357.94,5098403734.8,708974190.05,1.0778,7.4675,3.7436,0.08,2022
603713.SH,11575615440.58,708992183.02,729306360.43,605368241.64,9510685084.0,1198409632.27,17.4418,22.8336,11.151,3.681,2022
300201.SZ,1024176930.34,82263418.42,81672350.19,72730122.34,2165203956.08,329741438.83,5.5088,1.3041,0.0907,0.0699,2022
000807.SZ,48463024922.95,5905050629.24,5906586236.29,4568644918.34,39059473292.29,24379396796.23,22.5376,6.445,3.0834,1.32,2022
872869.BJ,325988598.63,89268199.42,90250360.47,81764781.45,755917934.78,,20.9258,6.9191,1.5804,1.31,2022
600422.SH,8282063456.45,497147877.11,477286593.37,383183590.47,9431958219.84,1167896184.87,7.847,6.5717,1.5312,0.51,2022
600727.SH,4897948951.42,56453053.33,43462327.28,-88302152.49,7645115933.22,3295823331.02,-2.9857,5.468,2.9478,-0.17,2022
600785.SH,5883097572.18,88660541.3,77034534.84,93478706.34,8149948792.83,1808950719.28,4.6769,9.0655,1.3799,0.41,2022
002407.SZ,12358006103.93,2262230428.16,2281034417.78,1948038632.58,18237538254.47,6213140524.68,33.6832,8.4714,3.72,2.54,2022
600882.SH,4829537951.87,226325544.48,235756186.02,135402501.09,7436787754.92,1155940023.95,3.0231,8.6154,9.6089,0.267,2022
688589.SH,503822866.74,80446652.01,80344541.38,75073071.53,1034440805.62,23479382.44,9.6084,8.1479,5.0331,0.75,2022
603919.SH,2011732389.98,313704241.49,302869186.32,280242491.81,4095464986.36,1443190395.39,9.1413,6.2098,1.7169,0.55,2022
600688.SH,82518315000.0,-3526682000.0,-3599570000.0,-2872072000.0,41242740000.0,12195527000.0,-10.1659,2.4246,0.0564,-0.265,2022
601008.SH,2231840722.06,307305398.19,306814398.45,158962179.5,9203877924.24,4469753237.51,3.8559,3.3731,1.7132,0.13,2022
000099.SZ,1798114401.7,205832673.99,205917553.2,194230177.21,6463696921.34,2188831759.47,4.0261,6.3416,2.507,0.25,2022
601728.SH,474967243497.96,41303841175.08,35714173679.51,27593420934.48,807698157613.04,413404312771.12,6.4113,4.7219,0.7583,0.3,2022
002022.SZ,6969862627.72,2065197575.63,2065181885.66,970845080.02,8813157013.32,780490987.74,22.3509,9.0851,0.5724,1.8878,2022
300388.SZ,4099004391.32,569284731.22,549407662.95,404937819.25,15005962553.03,172887412.92,10.7127,5.5472,2.3759,0.5793,2022
301193.SZ,1976015757.12,187771054.35,192443719.98,179221012.66,2913252839.71,903412441.57,12.4964,12.5879,8.1373,1.49,2022
603083.SH,3785610475.69,179324031.79,178511916.67,171468501.58,5231843411.79,530026278.37,9.3488,7.362,5.0747,0.67,2022
600933.SH,4265241222.98,741079416.37,742123878.6,648540333.95,9924294306.0,2688853968.28,13.0023,5.9914,2.455,0.74,2022
600511.SH,45498583764.24,2694923451.03,2687885898.89,1964057559.33,29609041999.59,564124100.95,14.5514,18.84,3.1132,2.6031,2022
600600.SH,32171565624.0,5000925067.0,5006141286.0,3710628593.0,50311699796.0,10995585859.0,15.3026,18.688,3.045,2.736,2022
000856.SZ,3199540881.62,37468091.05,44327353.08,13728696.19,2191829842.01,229972942.67,3.6073,1.6993,1.58,0.0605,2022
300693.SZ,1503101748.05,247611026.33,246302350.69,223545451.1,2260720172.63,180176048.74,23.4232,5.1756,1.2789,1.089,2022
605058.SH,1126155317.1,146623006.22,146547906.52,133075305.1,2421638425.63,564784210.48,8.9961,10.6871,5.4655,0.93,2022
