股票代码,营业收入,营业利润,利润总额,净利润,总资产,固定资产,净资产收益率,每股净资产,每股资本公积,每股收益,年度
301099.SZ,2470223309.13,75029589.19,76316414.76,53262483.94,2680641309.21,30032350.86,5.1472,12.4383,6.5283,0.67,2023
301100.SZ,752785178.04,31051825.39,30741516.07,15031308.78,2499315356.39,715616205.23,0.7104,10.5821,7.1862,0.08,2023
301102.SZ,597238817.86,137518733.89,146105602.78,134194329.15,4439120808.77,98992135.05,4.5362,10.3679,6.1175,0.4627,2023
301105.SZ,174840339.68,-18589356.0,-21203489.99,-16773283.53,965855697.8,149998640.59,-1.8966,17.0453,10.2049,-0.3355,2023
301107.SZ,508856580.24,63450218.55,64641592.36,62604687.52,1193700929.27,214166671.54,6.8446,12.61,7.2314,0.85,2023
301110.SZ,967446047.98,46100881.65,46336192.46,52082963.94,1583418697.27,11212157.74,3.6881,21.285,14.6162,0.7812,2023
301112.SZ,498190715.28,37775486.54,44628853.41,42412473.26,1662262575.22,189637763.7,3.4843,11.1421,6.5178,0.38,2023
301117.SZ,227392776.98,-9255109.98,-9098315.25,-5352891.52,1423596090.48,117517033.86,-0.4089,14.1214,10.8654,-0.06,2023
301121.SZ,972157492.16,11958579.37,11869361.42,23627866.31,2503606673.7,492483483.32,1.4434,23.2602,17.935,0.33,2023
301130.SZ,225491234.57,55651388.47,58312655.77,50502418.8,1067195971.5,236483272.86,5.2384,12.1636,5.7098,0.625,2023
301148.SZ,554787071.8,61922373.3,58152835.97,58069350.11,2193400214.39,182668425.35,3.3368,15.0251,8.7875,0.5,2023
301157.SZ,281563769.56,37899308.81,41347859.5,37806626.63,1260039724.3,62998506.14,5.6236,17.6683,13.6722,0.67,2023
301163.SZ,697044411.84,51033456.13,50886590.42,48771130.07,1332483928.33,437871582.82,4.4457,13.6181,8.4925,0.5977,2023
301186.SZ,627172485.57,113977031.89,112647934.77,95417330.46,2050512195.9,219751553.35,7.9405,16.799,8.6394,1.31,2023
301190.SZ,495286440.12,32734040.4,30119472.01,21054499.99,2451410876.03,144631947.29,1.0352,9.4292,6.3213,0.0981,2023
301192.SZ,311553164.2,33701448.53,37778138.94,32250055.25,822760316.02,197667365.72,5.6599,5.7005,2.1852,0.32,2023
301193.SZ,1721162188.71,21421407.12,30580271.35,45355001.34,4114473843.7,1394858786.36,2.8356,7.9717,4.7108,0.2362,2023
301196.SZ,1341074347.86,205717002.36,206598888.82,168069329.73,3695914140.16,834037623.86,5.5595,24.7033,18.5561,1.3467,2023
301197.SZ,357934886.25,60599768.97,61301483.53,56664167.58,1677381706.48,75191947.94,4.2688,11.1972,7.0778,0.47,2023
301198.SZ,403190820.48,44829938.52,44818105.61,36120679.16,1294376778.11,145223420.65,3.8035,5.6446,3.0257,0.21,2023
301199.SZ,974882387.9,25247261.92,26460544.56,28266494.86,3289011455.54,199621086.82,1.6114,13.2183,7.57,0.212,2023
301202.SZ,916521447.83,74786536.83,74493391.19,61918909.85,1495774118.02,316897064.18,7.6577,8.6831,5.2205,0.52,2023
301203.SZ,309479702.3,157990695.45,162223990.24,138567809.29,1507436027.59,14925377.0,13.8893,17.9402,11.1867,1.85,2023
301211.SZ,663025874.35,205334070.12,202816100.34,176116201.67,2546570975.79,127595996.76,7.6024,8.1829,6.099,0.61,2023
301223.SZ,2592515631.25,225384796.02,225011404.93,203973495.08,4033404140.2,1053969231.83,7.3531,14.7813,8.012,1.06,2023
301230.SZ,489717074.89,37444320.62,36762779.77,37619249.09,1487163922.77,187934998.79,3.3733,10.3839,7.422,0.35,2023
301231.SZ,273509654.23,9368996.73,10526660.91,9960465.8,961367630.1,20576809.49,1.0839,10.8126,7.4155,0.12,2023
301239.SZ,2717873370.9,386008508.52,362233628.6,267913456.76,4815000387.93,865715448.94,12.292,15.3164,11.5983,1.79,2023
301246.SZ,2054881990.91,105644504.6,98558063.56,87168626.24,5650770791.34,1526783440.9,2.693,10.8994,5.4292,0.2246,2023
301248.SZ,853169580.65,838020.64,620361.13,6620309.54,2321205011.62,327805776.94,0.4127,10.392,6.7576,0.04,2023
301251.SZ,822690486.2,100854917.09,100760128.13,90164400.79,1961338385.73,340507668.67,9.4534,10.6825,7.8216,0.82,2023
301258.SZ,489292586.96,133621689.38,128544790.88,112181787.31,2116079866.9,383823039.72,5.8546,21.2242,12.4755,1.22,2023
301263.SZ,760787063.04,190930260.53,192324583.65,160200147.4,2229112184.59,230108251.53,8.7923,4.2068,2.117,0.38,2023
301265.SZ,730028428.38,96828383.96,96684267.73,88628176.14,2273090667.35,357604154.28,4.3541,6.7665,3.6796,0.29,2023
301276.SZ,1151755114.76,250530277.55,243195755.93,179917468.66,2481383090.19,100650098.99,9.2918,18.6029,9.2759,1.67,2023
301278.SZ,1284991110.06,217315838.27,217399379.76,193608721.14,1683104546.51,82112200.55,17.6721,14.2436,5.8634,2.33,2023
301285.SZ,720674938.04,22193000.14,27169507.64,30998055.03,1868114517.85,581953383.94,2.9315,5.1707,3.2257,0.15,2023
301295.SZ,533005275.34,46078529.38,45918483.05,43385288.5,1185138008.36,184611123.45,6.7488,13.4244,8.707,0.69,2023
301296.SZ,1737388779.49,237874505.1,238151429.78,170188672.53,3132845672.74,483667777.21,7.4047,5.3007,3.0066,0.41,2023
301302.SZ,362028349.15,-305929373.58,-306267035.99,-221634892.18,2361118082.54,30174575.86,-9.8327,13.5475,10.4187,-1.4,2023
301303.SZ,1344828873.76,359288330.7,361943444.16,313891442.43,3750279513.79,368219069.05,15.4914,10.548,6.3153,1.12,2023
301311.SZ,2085886025.44,85120924.46,83700107.95,80533278.5,4850815694.49,281447015.17,4.4272,7.7174,5.1295,0.34,2023
301312.SZ,427386729.13,78573696.1,78639952.77,72566696.16,1279451102.38,56664931.92,6.3634,18.5618,13.4132,1.16,2023
301314.SZ,218492594.16,43554265.06,43279726.02,35168260.94,1157854596.93,60335276.04,4.6545,18.8787,12.3094,0.67,2023
301318.SZ,488061087.79,81135568.3,81858717.36,82170620.15,1893882558.41,34294677.76,4.7674,16.8806,10.3066,0.79,2023
301319.SZ,963845203.71,116940570.46,116636285.88,102155673.86,1284290178.68,47280573.3,9.2506,19.3631,11.4759,1.74,2023
301330.SZ,1970183682.34,220098608.26,215172950.66,177263675.15,3923900732.7,470167242.89,5.6071,16.7733,10.661,0.9176,2023
301335.SZ,2036821475.8,97625739.17,97378722.09,76767128.58,2569899738.13,370184922.78,3.9943,15.3813,9.4057,0.61,2023
301338.SZ,740021358.32,52465813.7,52782635.76,52577113.51,2144030719.92,58769699.44,3.7427,13.2726,9.0267,0.49,2023
301348.SZ,736580879.68,64982115.36,64701614.33,58368765.24,1917266563.6,409891068.79,5.0915,7.838,5.0018,0.35,2023
301349.SZ,948852531.26,48852425.24,47180619.13,41295464.46,3155903972.48,560200332.48,1.4829,27.1331,22.9349,0.4049,2023
301355.SZ,1149903764.67,76214277.33,79788178.21,71978778.39,2186826763.81,365201534.97,6.411,7.7955,4.9115,0.42,2023
301357.SZ,134890910.72,10253005.77,10165773.14,11540688.25,1321738554.67,90931525.85,1.505,16.774,12.2021,0.19,2023
301365.SZ,529276954.06,41463491.95,42131015.24,33954329.96,2022245788.41,65531369.8,1.9331,9.7161,6.606,0.19,2023
301368.SZ,429320938.05,24480835.45,26053115.12,24090737.82,1223642062.66,356182192.63,2.4944,8.0792,5.5339,0.2,2023
301387.SZ,1006518606.24,121393686.22,125112385.33,114665193.63,2051022466.06,465207629.23,10.345,21.6402,15.7766,1.6459,2023
301388.SZ,435060319.09,47491231.3,46258909.51,42811968.52,1271402099.07,288986387.36,4.2857,9.6598,6.5369,0.42,2023
301428.SZ,1067806259.67,86686814.65,86641593.76,80982019.59,1824307724.68,149516792.56,8.8498,12.5411,6.8449,0.92,2023
301486.SZ,501954837.58,81358681.75,85043332.42,73007427.64,2697996736.03,473936225.81,4.4688,19.547,15.2534,0.65,2023
301487.SZ,2359885981.39,51738120.85,58728574.72,60006692.06,3745540598.94,926460582.71,3.288,4.2857,2.1932,0.1426,2023
301488.SZ,1201702268.6,110184208.4,110100314.87,113569218.49,1998274816.72,98535142.83,14.1731,13.6235,9.3645,1.4452,2023
301505.SZ,390819128.91,83698966.04,90268821.19,78053288.37,1346693118.69,39157762.82,10.6795,11.3848,6.7232,1.04,2023
301507.SZ,581733150.83,98912853.67,96798306.1,85633797.95,1647809834.45,184522864.55,8.2852,4.1314,2.6651,0.29,2023
301515.SZ,842437861.81,97305187.83,94865880.3,83097173.11,1996714366.68,38841376.59,8.8253,13.2873,7.9353,0.9728,2023
301525.SZ,1544551385.54,253858486.59,253876671.91,216378428.17,3951469491.15,85777583.48,11.45,32.4174,25.0042,2.75,2023
301528.SZ,199260140.33,86653307.26,86650570.69,77807181.07,1508920886.52,10619742.78,8.4965,23.5653,17.7907,1.5089,2023
920300.BJ,165644428.37,-19590860.31,-16736801.56,-11782726.74,483752548.96,107411216.55,-4.0275,3.3662,1.222,-0.14,2023
920685.BJ,190794145.37,65299516.38,76480128.29,58204991.0,611243014.96,45786568.68,10.6582,5.8735,3.8943,0.64,2023
600039.SH,115041513934.34,11049028585.45,10968142648.3,9003845893.62,240914762578.04,13366363954.84,20.7174,5.1777,0.6377,1.04,2023
600057.SH,459035453794.73,2256796104.08,2450113146.14,1573939087.66,129705186659.59,10130256249.17,8.2985,6.5792,2.7074,0.63,2023
600093.SH,124358722.78,-770436458.36,-792949019.08,-758091569.99,1239921765.39,2163244.69,,-5.4435,3.5983,-0.68,2023
600226.SH,647937406.85,175083957.59,170484165.93,165760490.75,4314615988.81,348080047.05,5.2228,1.0462,0.0991,0.06,2023
600265.SH,589735449.99,28056725.09,27223748.88,6322618.26,979282699.2,331767594.22,3.9795,1.2679,3.6344,0.05,2023
600286.SH,142473448.64,-56990465.62,-57831657.04,-56956113.57,268900783.62,2270739.35,-29.192,0.2077,-1.855,-0.07,2023
600510.SH,7344984546.75,745168476.9,782291183.61,364336086.1,29946503957.73,541677256.89,3.6381,9.6812,2.8655,0.35,2023
600538.SH,369154644.31,-77762697.83,-77565098.99,-82308269.56,1055520704.0,110033127.34,-9.0409,1.6582,1.4973,-0.16,2023
600556.SH,4202030347.42,91917267.94,89814411.48,92778970.17,5895388614.26,209778065.48,2.442,2.1208,0.4187,0.05,2023
600567.SH,29333336987.7,190884824.06,194554041.92,156227177.89,54739587206.1,29621529398.54,1.1431,2.9699,0.9357,0.04,2023
600593.SH,468102634.96,92313407.68,71780680.12,34376764.07,2121669017.23,455453431.94,16.7952,1.7272,1.3536,0.2669,2023
600625.SH,15770297.88,-7308697.85,-7293573.98,-6731033.93,74325084.23,64905.55,,-0.0303,1.2508,-0.0285,2023
600680.SH,61137677.32,8430468.71,10767328.34,10643868.99,442507973.68,29079888.54,4.3243,0.6566,1.7932,0.028,2023
600692.SH,1305275359.31,2466373.38,7586221.32,2444190.72,2969685227.64,132289715.47,0.2494,2.634,0.1727,0.0069,2023
600718.SH,10543671776.0,91423228.0,92521377.0,73912538.0,18991166940.0,1467037949.0,0.7905,7.7975,0.827,0.06,2023
600755.SH,468246879035.89,2035472639.46,2551356614.8,1914865087.2,113126799443.19,4988218694.28,6.093,9.594,2.1698,0.64,2023
600758.SH,5596133535.46,132406168.15,172406119.22,23877265.56,13603311316.15,6269635257.67,0.4534,3.9612,2.5878,0.02,2023
600782.SH,71142978943.66,559970584.88,559103901.05,497743232.64,52934758886.9,15045002955.8,1.883,8.446,1.6982,0.16,2023
600797.SH,3599567633.03,163277850.52,165938983.66,117750405.02,6145714019.34,1006184143.44,3.5411,3.2993,1.5599,0.12,2023
600800.SH,3225328800.11,-646585685.08,-623344164.69,-521010749.07,4278152789.83,1874296209.68,-19.6538,2.1548,1.916,-0.44,2023
600866.SH,17373727883.3,867353494.07,863615801.75,677954270.5,14384585770.83,8449413166.59,9.3883,4.5512,2.8215,0.408,2023
600982.SH,5385915377.26,301361442.33,464014876.77,407398151.7,13782087855.2,3994827284.94,9.9263,3.7532,1.209,0.3678,2023
600984.SH,3227701666.63,-756794447.08,-783161138.58,-744790029.63,17573741604.28,8014871146.53,-13.2155,4.1866,2.8838,-0.5925,2023
601100.SH,8984640412.62,2814861345.28,2830044214.23,2498729073.59,17895562755.83,2850871128.24,18.4944,10.7333,2.5096,1.86,2023
601156.SH,20621092060.29,3748665258.73,3754460743.08,2488319413.08,28748116011.4,3311704794.34,17.1748,9.7339,2.3072,1.57,2023
601399.SH,11258048655.79,515444674.72,515886697.89,430650666.05,30072528899.86,3419278692.98,3.1522,1.9276,2.0521,0.0597,2023
601515.SH,2631158567.91,12855821.95,2896726.52,150537320.89,7407177651.11,1035270919.34,2.6685,3.0695,0.3658,0.08,2023
603011.SH,1766447155.08,66174919.27,63021069.58,16635449.96,4318653373.33,339824645.31,0.7548,4.4944,2.7866,0.03,2023
603015.SH,721421715.94,67136932.95,69190909.95,63967830.94,2054884830.25,485253216.31,4.7571,3.3868,1.118,0.16,2023
603156.SH,6161606002.64,1939959050.97,1939403421.22,1467439640.46,16121288564.33,771391415.36,13.005,8.7338,2.1418,1.1596,2023
603178.SH,1450114663.91,53643638.33,53559117.23,53347610.73,2148773110.26,680347760.26,4.1966,5.4331,3.0645,0.23,2023
603235.SH,1881993019.35,562218125.47,565169529.97,475853298.64,5090159178.34,1175371801.24,11.4789,9.6691,4.5386,1.09,2023
603236.SH,13861175065.66,82435152.29,76621700.1,90706120.09,11233006183.51,1188407962.63,2.4672,13.7298,8.0012,0.34,2023
603238.SH,1914934521.2,103984826.91,110785543.93,82644855.38,2481432310.55,1104751804.15,6.2337,7.6515,2.0733,0.46,2023
603308.SH,2411934403.59,285286707.38,284856552.68,303263111.42,10474818233.24,3284104163.91,6.9436,6.5329,2.8343,0.44,2023
603373.SH,2484897420.68,372466027.76,367376665.96,118252926.43,3342152421.67,592458556.69,8.3317,15.9396,7.8291,1.47,2023
603551.SH,1996276772.6,354939597.55,355819924.86,309319977.34,2489639454.39,488364560.9,19.7057,3.9961,1.8475,0.8,2023
603583.SH,3033991040.54,220076874.91,219292807.52,205962500.74,6708296685.4,1584078625.97,5.083,10.7401,5.95,0.54,2023
603585.SH,1958208461.85,24087898.01,20090233.79,20076565.96,5688167908.14,1294112212.93,0.7878,13.1166,3.8014,0.11,2023
603696.SH,632149791.63,36950367.07,36909668.71,31092258.41,628043214.71,63242875.04,5.6812,2.3694,0.8825,0.13,2023
603706.SH,1203080972.46,247734576.37,250735682.37,197397798.2,2921458146.12,914491085.3,12.2314,8.7083,4.8856,1.04,2023
603876.SH,19064056209.04,676673303.55,649558415.73,534827894.69,20239346472.95,5889490113.82,8.322,7.2923,2.4247,0.61,2023
603978.SH,1579249838.21,-124382900.94,-130887665.97,-141430038.71,3581297324.02,1234582337.68,-8.5052,8.91,4.3532,-1.08,2023
605006.SH,2201649829.78,106777932.21,112301806.38,105339606.41,6647208749.67,3058690757.04,3.7439,4.3907,1.035,0.18,2023
605177.SH,1356448097.16,136970513.62,134690900.91,121249399.5,3343345301.82,1043171499.99,6.2904,16.7121,9.9354,1.07,2023
605358.SH,2689669884.73,-98707593.55,-99007526.23,65752463.59,18275992540.58,8752841782.53,0.8129,11.444,8.2242,0.1,2023
688002.SH,3558596269.22,411335768.97,399168736.99,495768536.09,8297070982.22,1772258875.17,11.3006,10.2529,4.786,1.11,2023
688022.SH,1339433032.22,-127126108.49,-131579019.6,-84536018.41,4075688982.34,645522678.22,-6.0519,10.0579,8.6689,-0.49,2023
688036.SH,62294876799.2,6746584707.07,6714395344.38,5537045179.31,46121000530.23,3065129061.66,32.6922,22.3853,8.1622,6.88,2023
688097.SH,4839850044.18,410228660.59,407122260.58,390409582.3,7822402225.12,874602280.01,9.8419,9.3572,4.2406,0.877,2023
688175.SH,356394236.5,47234602.0,45624941.24,46051725.15,2066963445.52,32179417.45,2.4771,20.1596,16.3112,0.5,2023
688182.SH,369893622.48,44849191.88,45169571.88,46735562.59,2350313697.23,296326721.6,2.2038,5.3391,2.7942,0.12,2023
688202.SH,1365630883.93,-53204060.66,-59104955.81,-33210603.1,3265847480.54,673328661.73,-1.6147,18.6435,12.3419,-0.26,2023
688219.SH,5348842872.96,146753719.27,146131282.61,146968364.69,6547935190.42,1498498848.54,7.9402,3.8968,2.0275,0.33,2023
688260.SH,524895545.6,-151521315.9,-151436498.88,-126138948.32,1614530195.97,652196501.65,-32.0749,2.8261,2.7644,-1.0512,2023
688267.SH,549877486.08,89976173.91,87035385.61,76912012.58,2909414375.33,620704635.67,2.9159,14.9576,11.6623,0.44,2023
688348.SH,1420140007.41,226342178.4,223961623.11,220222973.98,4749860563.98,70850950.25,5.9553,32.8308,28.2095,1.97,2023
688359.SH,497407408.74,-45806604.9,-45803075.81,-36793419.13,1210989900.52,285748711.52,-7.6908,5.2077,3.13,-0.4,2023
688513.SH,1117120749.58,241736982.0,241639656.18,226574420.57,3346754293.88,1068712955.08,8.977,21.6789,12.0269,1.89,2023
688517.SH,571386168.61,90864958.4,90630371.01,80825271.76,1276551315.55,178430108.0,10.5086,5.8625,2.5434,0.59,2023
688562.SH,1667190357.48,56484230.43,56816180.56,58572758.5,3618520567.57,234696793.14,4.8645,4.5455,3.434,0.16,2023
688576.SH,360689152.26,127124518.54,127058547.37,117344082.2,2318065640.21,26170121.05,9.1424,40.766,36.1022,2.53,2023
688625.SH,799626376.57,263319058.92,263265433.95,226125676.71,3310552000.6,154228451.65,19.3765,9.4363,4.0559,1.68,2023
688630.SH,828855419.07,194736209.21,195031272.32,179305770.17,2480473001.97,159897725.13,11.6402,15.4596,10.6055,1.43,2023
688652.SH,742283148.65,123613736.37,133249001.19,119135490.36,2860771455.34,15993686.42,9.5998,11.5101,8.9655,0.92,2023
920010.BJ,542920656.53,51671349.03,52017553.59,42986019.54,996386935.87,649680599.63,6.8023,2.715,0.8317,0.18,2023
920375.BJ,601957720.03,58593563.64,58777099.45,51938230.79,1055983520.71,110247715.25,7.9145,9.3782,3.6546,0.76,2023
920932.BJ,440296823.43,60779076.38,60768499.35,55145954.56,1236634359.19,351096155.39,8.5247,8.7209,5.5871,0.76,2023
920856.BJ,477028852.9,3417583.58,7159333.58,8046492.47,643530995.23,137420719.69,1.8273,5.0814,1.7828,0.1,2023
920471.BJ,477980447.37,29278509.34,28747619.79,22569060.74,953964753.93,283336613.41,4.5704,6.705,2.7908,0.2905,2023
920876.BJ,469374264.04,933889.82,972719.14,4770781.02,341300820.94,7016411.9,1.8801,3.9041,1.5038,0.0743,2023
920130.BJ,481101103.65,38811603.63,38623504.12,37853015.64,818194775.48,8534487.1,6.6773,6.9241,2.8033,0.49,2023
920414.BJ,180045879.67,38897706.41,38883331.12,34385455.61,378308463.99,5206208.81,11.3436,4.6746,2.2743,0.5157,2023
920942.BJ,174083582.36,49416687.21,50652532.65,43924522.63,642721255.95,26144839.34,9.968,7.4649,3.624,0.7162,2023
920006.BJ,168687394.74,66262934.56,66224561.95,55015425.97,532620746.09,84750631.86,20.0659,4.0871,1.9406,0.68,2023
920092.BJ,364326751.35,30058670.76,29740701.71,30014291.99,701117828.16,105017397.63,8.0441,8.0827,3.0072,0.63,2023
920592.BJ,231512493.12,9560645.09,4911123.83,7570917.03,475642027.63,37864674.38,2.4012,6.0667,3.6347,0.14,2023
920748.BJ,237880290.22,20998117.39,20804900.92,22556826.23,518115876.17,19989207.04,4.0047,3.8085,1.2344,0.34,2023
920030.BJ,2593738826.33,-22761222.97,-18653881.49,-17441585.84,1878253136.23,217548028.99,-3.6711,2.5953,0.4591,-0.1,2023
920926.BJ,418219710.66,41443651.13,41239689.17,36562961.42,345095472.01,30764874.38,20.015,5.8815,3.2033,1.05,2023
872325.BJ,260151450.79,80053284.18,80019194.81,69958622.27,407716370.46,19965621.41,30.3676,1.9506,0.2415,0.5595,2023
920665.BJ,349649448.43,85974752.72,88435236.77,75277623.61,799649585.8,118466909.26,13.4422,5.2298,1.6943,0.7,2023
000060.SZ,65596396916.18,1188102701.49,1192838988.93,687762213.64,43024515727.83,17401272886.24,4.9,3.4265,0.1438,0.18,2023
000159.SZ,4514450378.56,94983129.05,97817197.54,80805213.75,3713021206.38,415365805.36,3.2538,5.0782,0.4352,0.1681,2023
000529.SZ,2790359035.26,200095174.63,259063162.19,212853572.76,7002318456.56,319876093.57,6.9209,5.3755,0.7164,0.3646,2023
000554.SZ,3641277758.17,62054729.54,55845695.09,34886564.34,1793289575.32,456518472.88,3.6929,1.9865,0.3894,0.07,2023
000567.SZ,1229643410.55,962728702.37,981929639.86,879925242.18,9475752069.82,5013174.51,16.5722,4.0537,1.9628,0.6528,2023
000632.SZ,13912210132.7,-337140374.29,-337172006.61,-319021964.85,9876335805.3,497032832.06,-21.3954,3.3266,,-0.6853,2023
000635.SZ,1747196028.3,-596095554.32,-608615697.38,-667768724.47,2681463580.47,1352435596.41,-34.5054,5.2692,6.1995,-2.19,2023
000672.SZ,6397089370.81,942962675.25,932459046.39,744285615.64,17924743679.09,5164575684.78,8.6277,9.1186,-0.9621,0.7813,2023
000707.SZ,3794250469.52,611705339.43,617014844.41,616317245.93,3013435872.22,955571083.77,34.5667,4.5238,2.5479,1.3279,2023
000710.SZ,1151416785.41,-450743425.86,-453424883.47,-427196505.92,2741165147.34,676808155.99,-20.5116,5.2728,3.2705,-1.21,2023
000839.SZ,2981634708.08,-42645583.37,-40170805.19,-91018838.55,6218563805.09,108879927.41,-7.9078,0.3225,0.4141,-0.0232,2023
000859.SZ,2235052670.09,-37669498.26,-35614008.43,-28634161.0,4070569925.21,1241741508.27,-0.9927,3.1933,1.2594,-0.03,2023
000912.SZ,6418234611.65,174342513.71,187028435.94,150037823.09,10390269476.94,3774069653.18,2.3707,4.0815,3.6883,0.1,2023
000968.SZ,2381454251.72,629101943.67,629525555.52,540209853.46,11829330343.58,5070433028.73,9.9544,5.8591,1.0083,0.56,2023
000989.SZ,2961017652.73,349818776.87,350593092.36,297411075.45,5329798977.51,1141858962.95,7.4958,4.6175,1.8096,0.3475,2023
001255.SZ,311609137.4,36192189.96,37030348.94,32990152.49,931633298.07,238283970.57,4.4495,9.3608,4.7425,0.41,2023
001299.SZ,575789775.06,90313092.01,96781421.19,81810612.3,1753659220.97,430453606.41,6.4482,6.9872,2.7091,0.44,2023
001333.SZ,1480071106.13,115358132.22,112610736.68,105244005.97,2250437183.41,348030752.77,6.7469,12.3478,6.886,0.82,2023
001373.SZ,713961869.55,49194125.67,48554791.24,35232972.78,1106124193.4,36275814.16,5.3192,13.1219,8.3604,0.57,2023
001378.SZ,1218963202.44,130429329.89,135728473.07,121356906.07,2469172220.15,546148857.59,9.0075,14.1286,6.9282,1.15,2023
001387.SZ,2358966311.28,156158832.76,160181097.72,141243814.99,1699485197.11,471415555.07,22.058,6.9356,3.3189,1.38,2023
002006.SZ,1540068490.56,178041577.6,194071116.35,183298842.9,2477592988.93,424072161.42,13.745,2.8863,0.5901,0.4,2023
002023.SZ,1053438643.98,66049884.35,64948274.41,46836253.04,7378300126.12,2983188324.24,1.1093,5.7416,2.373,0.0632,2023
002043.SZ,9062858503.88,900881719.83,907533451.47,689424317.38,6378570014.95,477897397.75,24.8244,3.8189,0.7781,0.84,2023
002044.SZ,10893535007.49,883705399.38,848055323.22,505621135.98,19456660182.54,2049199335.6,6.6735,1.9666,0.5737,0.13,2023
002085.SZ,16206868628.03,1270888614.1,1293388772.42,727001244.7,17645063288.21,3984611912.69,11.3766,3.1414,0.0029,0.35,2023
002091.SZ,37117455112.11,3461085229.72,3474686712.52,1603932273.93,43139474342.93,3067895422.21,10.9446,9.1088,3.3856,0.99,2023
002150.SZ,2517983090.0,156610982.14,156584415.95,64386769.13,4166094056.49,618626946.64,3.992,4.5659,1.1138,0.18,2023
002177.SZ,70058989.82,11295800.83,13413216.5,15448735.66,1731334739.31,17789993.16,0.914,2.2306,0.0409,0.0203,2023
002182.SZ,7651808922.43,367751949.9,376055488.37,306446995.41,11517713471.0,3408492388.53,6.658,7.44,2.318,0.4594,2023
002208.SZ,7897418988.41,602346602.04,619026950.93,219414836.46,37388666808.38,147290354.5,3.3739,8.2074,2.2314,0.27,2023
002218.SZ,1127029812.13,50562894.59,26328548.01,23109098.61,6656375608.02,2799998710.45,0.5479,2.9726,1.5017,0.016,2023
002248.SZ,279342603.94,-16979802.75,-16392106.55,-16242374.78,533176362.99,64705368.19,-23.5159,0.1997,2.3885,-0.05,2023
002305.SZ,1058848156.8,-1786961058.23,-1778585349.1,-1693221743.58,28288719445.16,468195683.45,-131.1214,0.2796,0.7483,-0.9764,2023
002328.SZ,5817760114.38,393272571.5,377103609.0,188775819.93,6009866198.1,850686160.83,5.9159,4.2003,1.2058,0.25,2023
002332.SZ,4123418584.19,646459105.49,641680548.19,563083493.15,6992835052.5,1719369716.58,10.0161,5.8493,1.8401,0.57,2023
002337.SZ,677350117.08,68277085.87,66398954.9,63240177.05,1937956524.68,182152211.86,5.2471,2.1033,0.7217,0.11,2023
002354.SZ,1761374461.71,-781294891.84,-1006887972.98,-1087055509.33,2023376467.48,73759109.47,-56.3658,0.909,4.3697,-0.657,2023
002434.SZ,5912759374.5,327581610.12,318888171.32,301095015.96,10754642094.66,2698169616.97,5.2427,4.4901,2.1643,0.23,2023
002436.SZ,5359923893.28,36228088.98,33263463.06,211212047.25,14935398718.36,4854747624.59,3.558,3.1366,0.362,0.13,2023
002444.SZ,10929992802.32,1996737907.05,1988709203.68,1691612756.79,19683797271.17,1726806882.04,11.9777,12.3476,3.3263,1.4162,2023
002468.SZ,40923638519.97,460198697.09,418101026.81,340696536.7,22749669971.88,9421705102.46,4.0183,5.7408,1.9712,0.23,2023
002475.SZ,231905459829.83,12859918344.7,12885042486.31,10952656702.16,161992099595.65,44560506279.62,21.5491,7.7902,0.6999,1.54,2023
002496.SZ,231110967.07,-399198961.38,-456900332.75,-467326866.73,2749455376.71,465929974.68,-27.1305,0.9859,0.4707,-0.31,2023
002508.SZ,11201895774.27,1987948730.96,1986110044.26,1732789332.13,16779531315.72,1720724257.46,17.1094,11.0882,0.4339,1.83,2023
002511.SZ,9800950747.92,363409699.24,363377733.5,332744393.35,9558230628.56,2754101599.86,6.2485,4.1005,0.8196,0.26,2023
002544.SZ,5463074621.62,10301405.24,14041341.6,35592757.78,10177524346.99,593249020.95,0.949,5.4644,2.8716,0.05,2023
002591.SZ,404069851.64,-41115020.27,-39085495.61,-40603438.4,1015649065.22,239561768.82,-5.8668,2.2366,2.7177,-0.1353,2023
002606.SZ,839500040.18,58715235.96,58877431.91,52346746.54,2315915765.5,591537803.65,3.4065,3.5535,0.5751,0.12,2023
002681.SZ,2890850426.64,67485181.21,66804168.14,44651424.61,4457679183.27,309487777.81,1.9938,1.2455,0.9914,0.03,2023
002700.SZ,667409699.88,117022526.61,118335629.71,99113956.29,1077764337.44,269886795.14,13.3484,1.8528,0.0559,0.24,2023
002749.SZ,1859795877.77,371472999.31,371374699.16,302035338.1,2656717040.13,435276117.1,18.5649,3.9299,0.1982,0.7,2023
002761.SZ,92605749799.48,809540329.23,864225149.59,391710132.0,121650452738.9,3205466776.71,4.8629,5.9871,0.8372,0.2716,2023
002773.SZ,3957459641.68,1261067651.4,1233916973.28,1044765761.76,8529680910.7,2237846481.5,14.2089,8.4876,2.1639,1.14,2023
002778.SZ,617029920.27,-149882062.82,-153672146.39,-154617761.86,1427388978.16,207484495.19,-30.898,3.3915,0.5333,-1.24,2023
002809.SZ,760801636.59,96992260.42,98593209.82,85513842.98,2440681631.28,139292532.56,5.398,7.5748,2.0749,0.41,2023
002812.SZ,12042229789.3,3029226885.77,3026342526.64,2526688570.92,47200916635.69,19380327177.42,11.3171,27.4877,15.4138,2.68,2023
